,id,frequency
97,"(175, 26838)",1
98,"(5008, 26838)",1
99,"(984, 26829)",4
100,"(399, 22812)",2
101,"(5301, 34458)",1
102,"(2681, 34757)",2
103,"(5121, 34757)",1
104,"(5301, 34757)",1
105,"(5613, 62852)",1
106,"(984, 56588)",2
107,"(2681, 56395)",3
108,"(3474, 56548)",1
109,"(2681, 56652)",5
110,"(3512, 62969)",1
111,"(7898, 62944)",1
112,"(2681, 64028)",1
113,"(2681, 62758)",3
114,"(2681, 62850)",1
115,"(2681, 62933)",4
116,"(2681, 63513)",7
117,"(984, 63911)",1
118,"(4329, 56590)",1
119,"(7754, 34362)",1
120,"(2026, 52386)",2
121,"(2681, 63174)",2
122,"(984, 3607)",1
123,"(2681, 56853)",17
124,"(928, 3370)",1
125,"(77, 64098)",2
126,"(2026, 64098)",1
127,"(211, 65017)",1
128,"(3445, 63074)",1
129,"(658, 63143)",1
130,"(399, 64046)",3
131,"(2259, 64046)",1
132,"(2681, 44260)",9
133,"(3474, 63179)",4
134,"(3474, 44260)",5
135,"(2681, 63202)",3
136,"(3474, 63202)",1
137,"(3474, 40132)",1
138,"(3474, 64010)",4
139,"(1749, 56853)",1
140,"(2681, 56835)",17
141,"(5301, 64035)",2
142,"(8121, 3615)",1
143,"(2947, 3493)",1
144,"(211, 63235)",2
145,"(658, 63281)",1
146,"(648, 3492)",1
147,"(1606, 3493)",1
148,"(984, 3492)",1
149,"(2681, 63109)",4
150,"(2681, 63185)",9
151,"(5381, 26856)",1
152,"(1994, 19085)",1
153,"(908, 19042)",1
154,"(1045, 3097)",1
155,"(4806, 63602)",2
156,"(5935, 19143)",1
157,"(908, 8636)",1
158,"(5301, 8636)",1
159,"(6291, 3697)",1
160,"(2681, 63790)",7
161,"(2681, 4215)",9
162,"(1960, 2630)",1
163,"(2529, 2630)",3
164,"(3590, 2630)",1
165,"(3593, 2630)",1
166,"(8196, 26670)",1
167,"(2681, 63671)",7
168,"(2681, 4238)",10
169,"(3474, 2636)",3
170,"(3474, 2637)",4
171,"(1994, 19104)",3
172,"(3474, 62950)",2
173,"(3474, 30499)",2
174,"(2681, 15340)",10
175,"(1994, 4229)",1
176,"(3474, 64018)",1
177,"(2681, 63753)",18
178,"(2026, 19067)",3
179,"(2681, 19067)",11
180,"(2698, 19050)",1
181,"(2026, 19059)",7
182,"(2529, 19060)",4
183,"(630, 19060)",2
184,"(2026, 19060)",4
185,"(623, 19060)",3
186,"(658, 19060)",1
187,"(1398, 19060)",3
188,"(2296, 19060)",3
189,"(3421, 19060)",1
190,"(3535, 19060)",1
191,"(3590, 19060)",1
192,"(4340, 19060)",1
193,"(5049, 19060)",1
194,"(1727, 19063)",1
195,"(623, 19071)",1
196,"(149, 19068)",1
197,"(221, 19068)",1
198,"(358, 19068)",1
199,"(387, 19068)",1
200,"(484, 19068)",1
201,"(508, 19068)",1
202,"(517, 19068)",1
203,"(928, 19068)",1
204,"(931, 19068)",1
205,"(997, 19068)",1
206,"(1044, 19068)",1
207,"(1096, 19068)",1
208,"(1111, 19068)",1
209,"(1113, 19068)",2
210,"(1115, 19068)",1
211,"(1122, 19068)",1
212,"(1146, 19068)",1
213,"(1153, 19068)",1
214,"(1380, 19068)",1
215,"(1544, 19068)",1
216,"(1606, 19068)",1
217,"(1728, 19068)",1
218,"(1939, 19068)",1
219,"(1994, 19068)",1
220,"(1995, 19068)",1
221,"(1998, 19068)",1
222,"(2000, 19068)",1
223,"(2005, 19068)",1
224,"(2046, 19068)",1
225,"(2080, 19068)",1
226,"(2401, 19068)",1
227,"(2428, 19068)",1
228,"(2587, 19068)",1
229,"(2839, 19068)",1
230,"(3126, 19068)",1
231,"(3627, 19068)",1
232,"(4368, 19068)",1
233,"(4887, 19068)",1
234,"(4889, 19068)",1
235,"(4890, 19068)",1
236,"(4891, 19068)",1
237,"(4894, 19068)",1
238,"(4895, 19068)",1
239,"(4930, 19068)",1
240,"(6140, 19068)",1
241,"(6209, 19068)",1
242,"(6245, 19068)",1
243,"(6411, 19068)",1
244,"(6437, 19068)",1
245,"(6451, 19068)",1
246,"(6459, 19068)",1
247,"(6902, 19068)",1
248,"(7309, 19068)",1
249,"(7411, 19068)",1
250,"(7412, 19068)",1
251,"(8244, 19068)",1
252,"(8245, 19068)",1
253,"(8246, 19068)",1
254,"(8247, 19068)",1
255,"(8248, 19068)",1
256,"(8249, 19068)",1
257,"(8251, 19068)",1
258,"(8252, 19068)",1
259,"(8253, 19068)",1
260,"(8254, 19068)",1
261,"(8257, 19068)",1
262,"(8258, 19068)",1
263,"(5026, 19061)",1
264,"(5058, 19061)",3
265,"(2026, 19068)",9
266,"(736, 19090)",1
267,"(2026, 19066)",3
268,"(732, 34701)",1
269,"(2026, 63753)",1
270,"(2026, 19045)",2
271,"(2026, 19051)",2
272,"(2681, 19051)",2
273,"(3474, 26750)",2
274,"(3474, 4215)",3
275,"(6985, 63832)",2
276,"(7599, 63646)",50
277,"(1045, 26834)",1
278,"(3474, 34417)",1
279,"(3101, 2619)",1
280,"(3445, 34508)",1
281,"(5087, 2769)",1
282,"(3474, 63859)",1
283,"(2681, 2653)",2
284,"(2681, 2654)",1
285,"(3474, 26757)",1
286,"(2681, 19204)",1
287,"(2681, 8686)",13
288,"(658, 63610)",1
289,"(2950, 64126)",1
290,"(1994, 64023)",2
291,"(2681, 64023)",3
292,"(3474, 64023)",4
293,"(3474, 63657)",5
294,"(5301, 63657)",1
295,"(4538, 4244)",1
296,"(2681, 63953)",3
297,"(271, 63622)",1
298,"(2681, 62962)",9
299,"(2681, 63639)",1
300,"(2681, 63861)",4
301,"(2681, 2786)",8
302,"(2681, 26766)",2
303,"(2681, 64029)",61
304,"(200, 26780)",1
305,"(319, 26780)",1
306,"(382, 26780)",1
307,"(839, 26780)",1
308,"(960, 26780)",1
309,"(1045, 26780)",1
310,"(1503, 26780)",1
311,"(1856, 26780)",1
312,"(1994, 26780)",1
313,"(2026, 26780)",1
314,"(2681, 26780)",1
315,"(2814, 26780)",1
316,"(4046, 26780)",1
317,"(4370, 26780)",1
318,"(5092, 26780)",1
319,"(5272, 26780)",1
320,"(5301, 26780)",1
321,"(5875, 26780)",1
322,"(6331, 26780)",1
323,"(6637, 26780)",1
324,"(7555, 26780)",1
325,"(7676, 26780)",1
326,"(7786, 26780)",1
327,"(7850, 26780)",1
328,"(908, 22867)",1
329,"(8786, 22867)",1
330,"(623, 34491)",1
331,"(931, 63876)",1
332,"(3474, 62962)",7
333,"(4889, 2648)",1
334,"(4891, 2648)",1
335,"(4895, 2648)",1
336,"(4889, 63698)",2
337,"(2002, 63357)",1
338,"(8829, 63358)",1
339,"(3474, 19103)",6
340,"(1994, 26838)",2
341,"(1994, 30539)",1
342,"(399, 2648)",1
343,"(984, 34720)",3
344,"(3474, 15366)",2
345,"(295, 64258)",1
346,"(3474, 2796)",2
347,"(2681, 15385)",8
348,"(2947, 34755)",1
349,"(2681, 26674)",3
350,"(648, 63600)",1
351,"(648, 63601)",1
352,"(3474, 64029)",18
353,"(5613, 63601)",1
354,"(2026, 64149)",6
355,"(2681, 19052)",8
356,"(2681, 30509)",1
357,"(5301, 62947)",1
358,"(2681, 2688)",8
359,"(3474, 2688)",1
360,"(5464, 63674)",1
361,"(8729, 63645)",1
362,"(6331, 3579)",1
363,"(211, 3475)",1
364,"(1370, 62761)",1
365,"(658, 63158)",1
366,"(6411, 44148)",1
367,"(6519, 3373)",1
368,"(3352, 63236)",1
369,"(1315, 3584)",1
370,"(2026, 62978)",1
371,"(5998, 62978)",1
372,"(2681, 63919)",2
373,"(6298, 63889)",2
374,"(6429, 3512)",2
375,"(1334, 44183)",1
376,"(2681, 63144)",5
377,"(3977, 56697)",1
378,"(1762, 34529)",1
379,"(944, 56558)",2
380,"(3474, 63238)",1
381,"(5301, 63238)",1
382,"(6708, 56501)",3
383,"(6708, 63214)",1
384,"(5087, 56590)",1
385,"(2681, 3566)",7
386,"(5301, 56424)",1
387,"(171, 3512)",1
388,"(196, 3512)",1
389,"(200, 3512)",1
390,"(902, 3512)",1
391,"(995, 3512)",1
392,"(1218, 3512)",1
393,"(1240, 3512)",1
394,"(3153, 3512)",1
395,"(3243, 3512)",1
396,"(3250, 3512)",1
397,"(3445, 3512)",1
398,"(3504, 3512)",1
399,"(5239, 3512)",1
400,"(5347, 3512)",1
401,"(5383, 3512)",1
402,"(5412, 3512)",1
403,"(5446, 3512)",1
404,"(5447, 3512)",1
405,"(5798, 3512)",1
406,"(5980, 3512)",1
407,"(5998, 3512)",1
408,"(6163, 3512)",1
409,"(6426, 3512)",1
410,"(7224, 3512)",1
411,"(8693, 3512)",1
412,"(9338, 3512)",1
413,"(2681, 62883)",3
414,"(3474, 62883)",3
415,"(4863, 44079)",1
416,"(6671, 52258)",1
417,"(6671, 63932)",2
418,"(71, 56501)",1
419,"(3429, 56501)",1
420,"(3430, 56501)",1
421,"(5081, 56501)",1
422,"(6637, 56501)",1
423,"(7786, 56501)",1
424,"(8143, 56501)",1
425,"(9153, 56501)",1
426,"(3590, 56649)",1
427,"(1960, 3340)",2
428,"(2681, 3538)",6
429,"(2561, 3614)",1
430,"(2787, 63272)",4
431,"(1856, 3614)",1
432,"(399, 52280)",1
433,"(4872, 52282)",1
434,"(399, 56756)",1
435,"(1789, 56641)",1
436,"(2950, 63159)",1
437,"(6519, 63159)",1
438,"(2681, 56444)",6
439,"(2681, 52370)",1
440,"(2681, 44152)",2
441,"(2681, 52337)",5
442,"(928, 52229)",1
443,"(1306, 52229)",1
444,"(1994, 52229)",1
445,"(2681, 52229)",5
446,"(3474, 52229)",3
447,"(5301, 52229)",1
448,"(4685, 63218)",1
449,"(2230, 67620)",1
450,"(517, 63353)",1
451,"(984, 63353)",1
452,"(1045, 63353)",1
453,"(2681, 63353)",3
454,"(2681, 62981)",7
455,"(5301, 44301)",3
456,"(984, 63178)",3
457,"(984, 44257)",1
458,"(3474, 3575)",2
459,"(984, 56687)",1
460,"(1723, 56687)",1
461,"(2080, 56687)",1
462,"(6459, 56687)",1
463,"(6524, 56687)",1
464,"(3474, 63104)",5
465,"(3352, 3511)",1
466,"(5301, 62755)",6
467,"(5301, 30537)",7
468,"(2681, 56607)",2
469,"(2681, 52320)",1
470,"(7492, 3418)",1
471,"(928, 44188)",1
472,"(6519, 56390)",9
473,"(4889, 67620)",1
474,"(2026, 56742)",3
475,"(3155, 63488)",1
476,"(2681, 62937)",1
477,"(6334, 56645)",2
478,"(658, 56455)",1
479,"(658, 52397)",1
480,"(2026, 56453)",2
481,"(2681, 63188)",4
482,"(732, 63286)",2
483,"(9245, 63286)",1
484,"(2026, 3512)",1
485,"(2681, 3505)",5
486,"(2681, 3613)",7
487,"(5613, 63285)",1
488,"(984, 3495)",1
489,"(984, 3502)",1
490,"(2676, 63273)",9
491,"(984, 3615)",1
492,"(3445, 3349)",1
493,"(5383, 56453)",1
494,"(1880, 64160)",2
495,"(436, 3503)",1
496,"(984, 3613)",2
497,"(984, 63286)",1
498,"(2681, 63286)",7
499,"(200, 3613)",1
500,"(984, 3494)",2
501,"(2026, 64683)",1
502,"(2681, 63470)",4
503,"(2681, 63475)",4
504,"(1856, 3615)",1
505,"(2681, 56441)",6
506,"(6752, 63370)",1
507,"(399, 52386)",2
508,"(984, 52386)",1
509,"(6331, 52386)",1
510,"(2681, 66421)",4
511,"(1994, 64012)",1
512,"(994, 3354)",1
513,"(1031, 3354)",1
514,"(2025, 3354)",1
515,"(2378, 3350)",1
516,"(5087, 3354)",1
517,"(8693, 3354)",1
518,"(2026, 44213)",2
519,"(3474, 34518)",1
520,"(4931, 63272)",2
521,"(2604, 3216)",1
522,"(5998, 3216)",1
523,"(3352, 3493)",1
524,"(1096, 3449)",1
525,"(9501, 44269)",1
526,"(611, 3652)",1
527,"(1191, 15377)",6
528,"(908, 19096)",1
529,"(3474, 63610)",1
530,"(2681, 63789)",6
531,"(5325, 22824)",1
532,"(5301, 4219)",1
533,"(6632, 44270)",2
534,"(2681, 56844)",5
535,"(6510, 2621)",5
536,"(2681, 63859)",2
537,"(2681, 2095)",2
538,"(890, 4260)",1
539,"(6725, 19080)",1
540,"(4982, 56851)",1
541,"(2681, 63669)",7
542,"(2677, 63342)",5
543,"(2681, 3210)",3
544,"(2681, 19096)",9
545,"(1960, 4263)",2
546,"(3533, 19172)",1
547,"(960, 63852)",1
548,"(5262, 2609)",1
549,"(1191, 8699)",2
550,"(3474, 3707)",1
551,"(6569, 22814)",1
552,"(1176, 44273)",1
553,"(3445, 16693)",1
554,"(2026, 63610)",3
555,"(4746, 19081)",2
556,"(2681, 63555)",1
557,"(3474, 63555)",1
558,"(2951, 44270)",1
559,"(2681, 44193)",15
560,"(2681, 64035)",3
561,"(5671, 66248)",1
562,"(2681, 2633)",12
563,"(7542, 8686)",1
564,"(2681, 19075)",5
565,"(3474, 19075)",1
566,"(2681, 8633)",2
567,"(2681, 3223)",11
568,"(2315, 63687)",3
569,"(5301, 19080)",1
570,"(6831, 63646)",1
571,"(518, 19135)",1
572,"(2681, 2637)",9
573,"(2681, 19082)",4
574,"(2681, 63845)",9
575,"(984, 63854)",3
576,"(3474, 63689)",7
577,"(908, 4285)",1
578,"(2681, 4285)",3
579,"(3474, 64196)",2
580,"(3474, 4233)",1
581,"(2681, 4260)",8
582,"(3474, 4260)",5
583,"(2169, 64127)",1
584,"(2681, 3707)",4
585,"(5301, 64029)",7
586,"(3474, 15340)",6
587,"(5301, 15340)",1
588,"(2604, 63852)",1
589,"(2681, 15372)",11
590,"(2681, 63848)",12
591,"(3474, 56780)",1
592,"(2681, 15323)",5
593,"(656, 22840)",1
594,"(518, 22818)",1
595,"(3701, 22818)",1
596,"(5029, 64335)",3
597,"(2681, 3649)",2
598,"(2681, 3097)",5
599,"(6519, 64015)",1
600,"(1960, 2724)",1
601,"(145, 3167)",1
602,"(4889, 63239)",1
603,"(4889, 63747)",1
604,"(6411, 63239)",1
605,"(2947, 3492)",1
606,"(2026, 63695)",1
607,"(2026, 3492)",5
608,"(2681, 3493)",15
609,"(908, 63753)",1
610,"(2681, 19045)",2
611,"(2681, 19055)",1
612,"(6331, 52408)",1
613,"(6163, 26690)",1
614,"(732, 19058)",3
615,"(732, 65969)",2
616,"(2681, 3492)",18
617,"(984, 19068)",3
618,"(658, 19068)",3
619,"(5613, 19052)",1
620,"(984, 3493)",3
621,"(890, 2109)",1
622,"(7703, 63210)",2
623,"(658, 19051)",1
624,"(5242, 63753)",1
625,"(2026, 19049)",1
626,"(2169, 19066)",1
627,"(1530, 8665)",1
628,"(1530, 19103)",1
629,"(1530, 26673)",1
630,"(1530, 63188)",1
631,"(2026, 19044)",2
632,"(2026, 63551)",1
633,"(2825, 19053)",1
634,"(399, 19066)",2
635,"(2681, 19044)",4
636,"(3256, 19068)",3
637,"(3260, 19068)",2
638,"(5243, 19068)",4
639,"(3101, 64081)",1
640,"(984, 65021)",1
641,"(5087, 8633)",1
642,"(2681, 19080)",2
643,"(3474, 63860)",3
644,"(5613, 19049)",1
645,"(5613, 19073)",1
646,"(2681, 64015)",13
647,"(399, 3708)",1
648,"(839, 56771)",1
649,"(2239, 64029)",1
650,"(2231, 63680)",2
651,"(2026, 4215)",1
652,"(6519, 2642)",1
653,"(2681, 2631)",16
654,"(3474, 62947)",1
655,"(2681, 4216)",3
656,"(3474, 2631)",3
657,"(2681, 63614)",2
658,"(9765, 63602)",1
659,"(1204, 63602)",5
660,"(2681, 8694)",8
661,"(2681, 63629)",3
662,"(2681, 2762)",4
663,"(3474, 2762)",2
664,"(3474, 8690)",3
665,"(2681, 63912)",2
666,"(984, 19060)",1
667,"(2681, 2636)",2
668,"(984, 63621)",2
669,"(6897, 2618)",1
670,"(2681, 2803)",4
671,"(2681, 8693)",5
672,"(4268, 4265)",2
673,"(4268, 4266)",1
674,"(2026, 19063)",5
675,"(6463, 63602)",3
676,"(673, 19063)",1
677,"(522, 19090)",2
678,"(2529, 19061)",2
679,"(656, 19060)",1
680,"(6752, 63602)",2
681,"(984, 19063)",5
682,"(5301, 63912)",3
683,"(1462, 2800)",18
684,"(4889, 63911)",1
685,"(6170, 2625)",1
686,"(2026, 34435)",1
687,"(3474, 44213)",2
688,"(4924, 44213)",1
689,"(2814, 44020)",2
690,"(399, 26789)",2
691,"(2026, 30509)",1
692,"(4902, 62837)",2
693,"(1068, 52231)",1
694,"(2681, 56809)",4
695,"(2681, 62926)",9
696,"(2681, 44250)",7
697,"(3474, 44250)",2
698,"(2681, 63171)",1
699,"(5789, 44390)",1
700,"(2681, 44318)",8
701,"(2681, 52210)",12
702,"(6519, 63156)",1
703,"(6519, 63192)",1
704,"(5395, 3008)",1
705,"(5395, 26772)",1
706,"(3474, 56590)",4
707,"(1178, 44105)",1
708,"(6324, 44341)",1
709,"(6023, 34746)",1
710,"(1793, 34529)",1
711,"(908, 63422)",5
712,"(399, 56501)",1
713,"(928, 56501)",2
714,"(2026, 56501)",1
715,"(3474, 56501)",2
716,"(3474, 56574)",1
717,"(5087, 56501)",1
718,"(6209, 56501)",1
719,"(6708, 56574)",1
720,"(6725, 56501)",1
721,"(8483, 56501)",1
722,"(10088, 56501)",3
723,"(3964, 56799)",1
724,"(2026, 63890)",1
725,"(2814, 63890)",1
726,"(5087, 63890)",1
727,"(669, 2619)",1
728,"(2587, 56379)",1
729,"(2026, 22840)",1
730,"(4606, 52354)",1
731,"(2681, 40084)",1
732,"(3474, 52210)",3
733,"(2681, 63132)",4
734,"(3474, 63341)",3
735,"(1939, 34657)",1
736,"(171, 62891)",1
737,"(399, 62891)",1
738,"(661, 62891)",1
739,"(709, 62891)",1
740,"(984, 62891)",1
741,"(1045, 62891)",2
742,"(1096, 62891)",1
743,"(1460, 62891)",1
744,"(1526, 62891)",1
745,"(1728, 62891)",1
746,"(1880, 62891)",1
747,"(1939, 62891)",1
748,"(1994, 62891)",1
749,"(2080, 62891)",1
750,"(2401, 62891)",1
751,"(2681, 62891)",1
752,"(2950, 62891)",1
753,"(3250, 62891)",1
754,"(3256, 62891)",1
755,"(3490, 62891)",1
756,"(4460, 62891)",1
757,"(4544, 62891)",1
758,"(4889, 62891)",1
759,"(5029, 62891)",1
760,"(5243, 62891)",1
761,"(5301, 62891)",1
762,"(5613, 62891)",1
763,"(6324, 62891)",1
764,"(6519, 62891)",1
765,"(7224, 62891)",1
766,"(8032, 62891)",1
767,"(10141, 62891)",1
768,"(10142, 62891)",1
769,"(1772, 34510)",1
770,"(2197, 34510)",1
771,"(9929, 34510)",1
772,"(9930, 34510)",1
773,"(9931, 34510)",1
774,"(9932, 34510)",1
775,"(2235, 62989)",3
776,"(6329, 64297)",1
777,"(2681, 56646)",8
778,"(2681, 63810)",2
779,"(7135, 26745)",1
780,"(7138, 26745)",1
781,"(10230, 2656)",1
782,"(658, 64022)",1
783,"(658, 64023)",1
784,"(3529, 30532)",1
785,"(2681, 64022)",5
786,"(2535, 62969)",1
787,"(399, 62819)",1
788,"(399, 62822)",2
789,"(399, 56735)",7
790,"(401, 56735)",1
791,"(6500, 56735)",1
792,"(1099, 34343)",1
793,"(984, 34510)",1
794,"(3445, 62757)",1
795,"(2974, 44479)",1
796,"(4889, 62880)",1
797,"(2986, 34367)",1
798,"(658, 56671)",2
799,"(2026, 26757)",2
800,"(3474, 52206)",1
801,"(3474, 56678)",1
802,"(1306, 44250)",1
803,"(6519, 34510)",2
804,"(2681, 56590)",13
805,"(3445, 56590)",1
806,"(3492, 56590)",1
807,"(3494, 56590)",1
808,"(3506, 56590)",1
809,"(3512, 56590)",1
810,"(4332, 56590)",1
811,"(4379, 56590)",1
812,"(4381, 56590)",1
813,"(5759, 56590)",1
814,"(10092, 56590)",1
815,"(10093, 56590)",1
816,"(10094, 56590)",1
817,"(10096, 56590)",1
818,"(2681, 44209)",9
819,"(6920, 15373)",1
820,"(396, 40133)",1
821,"(6451, 34442)",1
822,"(2681, 34550)",1
823,"(2681, 63816)",3
824,"(713, 26824)",1
825,"(3260, 52314)",1
826,"(4690, 56725)",2
827,"(3474, 56424)",1
828,"(2681, 64154)",1
829,"(3474, 63354)",2
830,"(2026, 63356)",2
831,"(928, 30537)",1
832,"(3474, 63824)",2
833,"(1045, 63354)",1
834,"(2681, 63341)",4
835,"(5301, 30539)",4
836,"(429, 52319)",3
837,"(5301, 34356)",1
838,"(2499, 44129)",1
839,"(2499, 64306)",1
840,"(4398, 44251)",1
841,"(399, 34541)",4
842,"(3645, 34541)",1
843,"(2320, 56801)",1
844,"(399, 62843)",1
845,"(4740, 62893)",1
846,"(6752, 34681)",1
847,"(6752, 62893)",1
848,"(399, 56693)",4
849,"(3201, 56693)",1
850,"(2910, 52350)",1
851,"(2910, 52363)",1
852,"(2910, 56895)",1
853,"(6671, 62880)",1
854,"(3474, 63909)",3
855,"(3474, 62892)",2
856,"(2681, 63456)",3
857,"(2681, 64126)",3
858,"(2681, 56591)",3
859,"(3474, 56802)",2
860,"(3474, 62755)",3
861,"(2681, 2634)",4
862,"(5301, 44338)",2
863,"(4889, 44213)",3
864,"(4894, 44213)",3
865,"(3819, 44341)",1
866,"(1000, 52283)",1
867,"(2587, 63460)",1
868,"(4919, 63460)",1
869,"(4920, 63460)",1
870,"(2681, 62839)",2
871,"(15862, 64149)",1
872,"(1096, 56704)",2
873,"(6519, 44213)",1
874,"(6519, 56438)",1
875,"(2681, 44188)",13
876,"(4267, 52231)",1
877,"(984, 26789)",2
878,"(2956, 52275)",1
879,"(6519, 52275)",2
880,"(2026, 64533)",2
881,"(2026, 64534)",3
882,"(2026, 64535)",3
883,"(2026, 64536)",1
884,"(2026, 52389)",1
885,"(2681, 30528)",4
886,"(2026, 63450)",1
887,"(10171, 62969)",1
888,"(164, 56453)",1
889,"(984, 56645)",1
890,"(1994, 64148)",3
891,"(2681, 63210)",4
892,"(2957, 64149)",2
893,"(2681, 52168)",9
894,"(399, 44258)",1
895,"(2080, 44341)",1
896,"(1263, 44181)",1
897,"(2496, 44181)",1
898,"(2681, 44181)",1
899,"(4497, 44181)",1
900,"(4967, 44181)",1
901,"(10013, 44181)",1
902,"(5608, 64308)",5
903,"(2681, 44341)",3
904,"(3474, 44341)",2
905,"(2681, 44158)",3
906,"(257, 44290)",1
907,"(746, 44290)",1
908,"(1345, 44290)",1
909,"(1905, 44290)",1
910,"(2179, 44290)",1
911,"(2626, 44290)",1
912,"(2629, 44290)",1
913,"(2643, 44290)",1
914,"(5239, 44290)",1
915,"(6307, 44290)",1
916,"(6346, 44290)",1
917,"(9111, 44290)",1
918,"(9115, 44290)",1
919,"(10066, 44290)",1
920,"(10069, 44290)",1
921,"(2681, 34491)",4
922,"(2681, 52401)",6
923,"(908, 56657)",1
924,"(5301, 56657)",1
925,"(5301, 44341)",2
926,"(3474, 56646)",4
927,"(2681, 44208)",7
928,"(2026, 320)",1
929,"(3260, 3087)",1
930,"(1749, 3154)",1
931,"(2026, 56893)",1
932,"(3445, 3566)",1
933,"(5301, 15323)",2
934,"(5301, 63575)",1
935,"(4985, 63272)",1
936,"(2681, 3439)",4
937,"(3474, 3091)",2
938,"(2681, 3597)",1
939,"(908, 19075)",5
940,"(711, 64089)",2
941,"(6331, 3605)",1
942,"(2681, 56850)",11
943,"(984, 3503)",1
944,"(1045, 3503)",1
945,"(1994, 3503)",1
946,"(2681, 3503)",2
947,"(3474, 3503)",1
948,"(5301, 3503)",1
949,"(1473, 63498)",1
950,"(2026, 63498)",2
951,"(2549, 63498)",1
952,"(2814, 63498)",1
953,"(6765, 16695)",3
954,"(2026, 64357)",1
955,"(3445, 19252)",1
956,"(3474, 56845)",6
957,"(2681, 3437)",10
958,"(3474, 19043)",2
959,"(1994, 52383)",1
960,"(1994, 52392)",1
961,"(2681, 3083)",1
962,"(5092, 26670)",1
963,"(5607, 62880)",1
964,"(2681, 3435)",2
965,"(2681, 63860)",10
966,"(3474, 63826)",2
967,"(3474, 63827)",2
968,"(3474, 63828)",2
969,"(928, 3091)",1
970,"(928, 52402)",1
971,"(928, 62930)",1
972,"(1153, 62930)",1
973,"(1306, 62930)",1
974,"(2681, 62930)",3
975,"(3126, 62930)",1
976,"(3474, 62930)",1
977,"(4497, 62930)",1
978,"(5301, 62930)",1
979,"(7945, 62930)",1
980,"(8483, 62930)",1
981,"(10379, 44456)",1
982,"(10380, 44456)",1
983,"(10381, 44456)",1
984,"(10382, 44456)",1
985,"(10383, 44456)",1
986,"(10384, 44456)",1
987,"(10385, 44456)",1
988,"(10386, 44456)",1
989,"(10387, 44456)",1
990,"(10388, 44456)",1
991,"(10389, 44456)",1
992,"(10390, 44456)",1
993,"(10391, 44456)",1
994,"(10392, 44456)",1
995,"(10393, 44456)",1
996,"(10394, 44456)",1
997,"(10396, 44456)",1
998,"(10397, 44456)",1
999,"(10402, 44456)",1
1000,"(10412, 44456)",1
1001,"(10413, 44456)",1
1002,"(399, 63256)",1
1003,"(1318, 63256)",1
1004,"(2687, 63256)",2
1005,"(3101, 63256)",1
1006,"(4460, 63256)",1
1007,"(4802, 63256)",1
1008,"(5757, 63256)",3
1009,"(2095, 63498)",1
